BD 337 955439 0.000353
blank 95 955439 0.000099
BF 5 955439 0.000005
BG 56 955439 0.000059
BA 51 955439 0.000053
BB 39 955439 0.000041
BE 396 955439 0.000414
BM 20 955439 0.000021
BN 823 955439 0.000861
BO 36 955439 0.000038
JP 7756 955439 0.008118
BI 10 955439 0.000010
BJ 12 955439 0.000013
BT 4 955439 0.000004
JM 224 955439 0.000234
JO 617 955439 0.000646
WS 1 955439 0.000001
BR 22455 955439 0.023502
BS 43 955439 0.000045
BY 68 955439 0.000071
RU 1019 955439 0.001067
RW 229 955439 0.000240
RS 284 955439 0.000297
LT 19 955439 0.000020
RE 16 955439 0.000017
LU 18 955439 0.000019
LR 5 955439 0.000005
RO 127 955439 0.000133
LS 14 955439 0.000015
GU 34 955439 0.000036
GT 140 955439 0.000147
GR 133 955439 0.000139
GP 13 955439 0.000014
BH 207 955439 0.000217
GY 2 955439 0.000002
GF 4 955439 0.000004
GE 69 955439 0.000072
GD 4 955439 0.000004
GB 4966 955439 0.005198
GA 5 955439 0.000005
SV 26 955439 0.000027
GN 9 955439 0.000009
GM 25 955439 0.000026
GL 23 955439 0.000024
geo 2464 955439 0.002579
GI 2 955439 0.000002
GH 681 955439 0.000713
OM 227 955439 0.000238
BW 476 955439 0.000498
HR 70 955439 0.000073
HT 34 955439 0.000036
HU 234 955439 0.000245
HK 797 955439 0.000834
HN 53 955439 0.000055
AD 5 955439 0.000005
PR 41 955439 0.000043
PT 1064 955439 0.001114
PY 366 955439 0.000383
PA 164 955439 0.000172
PF 10 955439 0.000010
PG 20 955439 0.000021
PE 522 955439 0.000546
PK 5252 955439 0.005497
PH 33542 955439 0.035106
PL 382 955439 0.000400
ZM 124 955439 0.000130
EE 17 955439 0.000018
EG 3613 955439 0.003782
ZA 11897 955439 0.012452
EC 183 955439 0.000192
AL 38 955439 0.000040
AO 40 955439 0.000042
SB 3 955439 0.000003
ET 10 955439 0.000010
SO 82 955439 0.000086
ZW 260 955439 0.000272
KY 54 955439 0.000057
ES 4152 955439 0.004346
ER 1 955439 0.000001
ME 37 955439 0.000039
MD 7 955439 0.000007
MG 20 955439 0.000021
UY 404 955439 0.000423
MC 2 955439 0.000002
UZ 104 955439 0.000109
MM 122 955439 0.000128
ML 17 955439 0.000018
MO 75 955439 0.000078
MN 53 955439 0.000055
MH 5 955439 0.000005
US 31028 955439 0.032475
MU 12 955439 0.000013
MT 31 955439 0.000032
MW 60 955439 0.000063
MV 184 955439 0.000193
MQ 32 955439 0.000033
