en 404 1473 0.274270
zh 1 1473 0.000679
vi 15 1473 0.010183
it 1 1473 0.000679
cs 2 1473 0.001358
cy 5 1473 0.003394
in 39 1473 0.026477
eu 4 1473 0.002716
et 6 1473 0.004073
es 21 1473 0.014257
nl 3 1473 0.002037
pt 6 1473 0.004073
no 8 1473 0.005431
lo 169 1473 0.114732
lv 2 1473 0.001358
tl 99 1473 0.067210
th 242 1473 0.164291
ro 1 1473 0.000679
fr 19 1473 0.012899
de 2 1473 0.001358
ht 4 1473 0.002716
hu 1 1473 0.000679
fi 40 1473 0.027155
da 1 1473 0.000679
ja 75 1473 0.050916
ko 106 1473 0.071962
und 197 1473 0.133741
