el 3 29927 0.000100
en 9165 29927 0.306245
zh 25 29927 0.000835
vi 3 29927 0.000100
is 13 29927 0.000434
it 138 29927 0.004611
iw 1 29927 0.000033
eu 10 29927 0.000334
cy 29 29927 0.000969
ar 695 29927 0.023223
in 152 29927 0.005079
cs 107 29927 0.003575
et 106 29927 0.003542
es 727 29927 0.024292
ru 358 29927 0.011962
nl 190 29927 0.006349
pt 233 29927 0.007786
no 67 29927 0.002239
tr 1329 29927 0.044408
lt 16 29927 0.000535
lv 8 29927 0.000267
tl 147 29927 0.004912
th 165 29927 0.005513
ro 91 29927 0.003041
pl 314 29927 0.010492
ta 1 29927 0.000033
fr 258 29927 0.008621
bg 13 29927 0.000434
de 11580 29927 0.386942
ht 32 29927 0.001069
hu 84 29927 0.002807
fa 311 29927 0.010392
hi 7 29927 0.000234
fi 53 29927 0.001771
da 60 29927 0.002005
ja 516 29927 0.017242
sr 224 29927 0.007485
ko 14 29927 0.000468
sv 73 29927 0.002439
ur 5 29927 0.000167
und 2491 29927 0.083236
uk 71 29927 0.002372
sl 42 29927 0.001403
