el 190 261513 0.000727
gu 1 261513 0.000004
en 73895 261513 0.282567
zh 277 261513 0.001059
vi 80 261513 0.000306
is 139 261513 0.000532
am 3 261513 0.000011
it 1198 261513 0.004581
iw 295 261513 0.001128
ne 15 261513 0.000057
cs 283 261513 0.001082
cy 146 261513 0.000558
ar 3251 261513 0.012432
in 1965 261513 0.007514
eu 155 261513 0.000593
et 443 261513 0.001694
es 5285 261513 0.020209
ru 3642 261513 0.013927
nl 1509 261513 0.005770
pt 2137 261513 0.008172
no 476 261513 0.001820
tr 6735 261513 0.025754
lt 190 261513 0.000727
lv 98 261513 0.000375
tl 963 261513 0.003682
pa 1 261513 0.000004
th 537 261513 0.002053
ro 143 261513 0.000547
pl 1177 261513 0.004501
ta 10 261513 0.000038
fr 3121 261513 0.011934
bg 94 261513 0.000359
ps 1 261513 0.000004
bn 7 261513 0.000027
de 125057 261513 0.478206
ht 382 261513 0.001461
da 577 261513 0.002206
fa 722 261513 0.002761
hi 94 261513 0.000359
fi 573 261513 0.002191
hu 238 261513 0.000910
ja 2049 261513 0.007835
ml 4 261513 0.000015
ka 1 261513 0.000004
ckb 78 261513 0.000298
sr 101 261513 0.000386
ko 376 261513 0.001438
sv 512 261513 0.001958
ur 307 261513 0.001174
und 21746 261513 0.083155
uk 157 261513 0.000600
sl 76 261513 0.000291
my 1 261513 0.000004
